,soil_type,Seedling Stage,MOI,temp,humidity,result
2562,Red Soil,Seedling Stage,63,35,50.0,0
2563,Red Soil,Seedling Stage,64,36,47.0,0
2564,Red Soil,Seedling Stage,65,37,44.0,0
2565,Red Soil,Seedling Stage,66,38,41.0,0
2566,Red Soil,Seedling Stage,67,39,38.0,0
2567,Red Soil,Seedling Stage,68,40,35.0,0
2568,Red Soil,Seedling Stage,69,41,32.0,0
2569,Red Soil,Seedling Stage,70,42,29.0,0
2570,Red Soil,Seedling Stage,71,43,26.0,0
2571,Red Soil,Seedling Stage,72,44,23.0,0
2572,Red Soil,Seedling Stage,73,45,20.0,0
2573,Red Soil,Seedling Stage,74,46,17.0,0
2574,Red Soil,Seedling Stage,75,25,80.0,0
2575,Red Soil,Seedling Stage,76,26,77.3,0
2576,Red Soil,Seedling Stage,77,27,74.6,0
2577,Red Soil,Seedling Stage,78,28,71.9,0
2578,Red Soil,Seedling Stage,79,29,69.2,0
2579,Red Soil,Seedling Stage,80,30,66.5,0
2580,Red Soil,Seedling Stage,81,31,63.8,0
2581,Red Soil,Seedling Stage,82,32,61.1,0
2582,Red Soil,Seedling Stage,83,33,58.4,0
2583,Red Soil,Seedling Stage,84,34,55.7,0
2584,Red Soil,Seedling Stage,85,35,53.0,0
2585,Red Soil,Seedling Stage,86,36,50.3,0
2586,Red Soil,Seedling Stage,87,37,47.6,0
2587,Red Soil,Seedling Stage,88,38,44.9,0
2588,Red Soil,Seedling Stage,89,39,42.2,0
2589,Red Soil,Seedling Stage,90,40,39.5,0
2590,Red Soil,Seedling Stage,91,41,36.8,0
2591,Red Soil,Seedling Stage,92,42,34.1,0
2592,Red Soil,Seedling Stage,93,43,31.4,0
2593,Red Soil,Seedling Stage,94,44,28.7,0
2594,Red Soil,Seedling Stage,95,45,26.0,0
2595,Red Soil,Seedling Stage,96,46,23.3,0
2596,Red Soil,Seedling Stage,97,25,80.0,0
2597,Red Soil,Seedling Stage,98,26,77.0,0
2598,Red Soil,Seedling Stage,99,27,74.0,0
2599,Red Soil,Seedling Stage,100,28,71.0,0
2600,Red Soil,Vegetative Growth / Root or Tuber Development,1,29,68.0,1
2601,Red Soil,Vegetative Growth / Root or Tuber Development,2,30,65.0,1
2602,Red Soil,Vegetative Growth / Root or Tuber Development,3,31,62.0,1
2603,Red Soil,Vegetative Growth / Root or Tuber Development,4,32,59.0,1
2604,Red Soil,Vegetative Growth / Root or Tuber Development,5,33,56.0,1
2605,Red Soil,Vegetative Growth / Root or Tuber Development,6,34,53.0,1
2606,Red Soil,Vegetative Growth / Root or Tuber Development,7,35,50.0,1
2607,Red Soil,Vegetative Growth / Root or Tuber Development,8,36,47.0,1
2608,Red Soil,Vegetative Growth / Root or Tuber Development,9,37,44.0,1
2609,Red Soil,Vegetative Growth / Root or Tuber Development,10,38,41.0,1
2610,Red Soil,Vegetative Growth / Root or Tuber Development,11,39,38.0,1
2611,Red Soil,Vegetative Growth / Root or Tuber Development,12,40,35.0,1
2612,Red Soil,Vegetative Growth / Root or Tuber Development,13,41,32.0,1
2613,Red Soil,Vegetative Growth / Root or Tuber Development,14,42,29.0,1
2614,Red Soil,Vegetative Growth / Root or Tuber Development,15,43,26.0,1
2615,Red Soil,Vegetative Growth / Root or Tuber Development,16,44,23.0,1
2616,Red Soil,Vegetative Growth / Root or Tuber Development,17,45,20.0,1
2617,Red Soil,Vegetative Growth / Root or Tuber Development,18,46,17.0,1
2618,Red Soil,Vegetative Growth / Root or Tuber Development,19,25,80.0,1
2619,Red Soil,Vegetative Growth / Root or Tuber Development,20,26,77.0,1
2620,Red Soil,Vegetative Growth / Root or Tuber Development,21,27,74.0,1
2621,Red Soil,Vegetative Growth / Root or Tuber Development,22,28,71.0,1
2622,Red Soil,Vegetative Growth / Root or Tuber Development,23,29,68.0,1
2623,Red Soil,Vegetative Growth / Root or Tuber Development,24,30,65.0,1
2624,Red Soil,Vegetative Growth / Root or Tuber Development,25,31,62.0,1
2625,Red Soil,Vegetative Growth / Root or Tuber Development,26,32,59.0,1
2626,Red Soil,Vegetative Growth / Root or Tuber Development,27,33,56.0,1
2627,Red Soil,Vegetative Growth / Root or Tuber Development,28,34,53.0,1
2628,Red Soil,Vegetative Growth / Root or Tuber Development,29,35,50.0,1
2629,Red Soil,Vegetative Growth / Root or Tuber Development,30,36,47.0,1
2630,Red Soil,Vegetative Growth / Root or Tuber Development,31,37,44.0,1
2631,Red Soil,Vegetative Growth / Root or Tuber Development,32,38,41.0,1
2632,Red Soil,Vegetative Growth / Root or Tuber Development,33,39,38.0,1
2633,Red Soil,Vegetative Growth / Root or Tuber Development,34,40,35.0,1
2634,Red Soil,Vegetative Growth / Root or Tuber Development,35,41,32.0,1
2635,Red Soil,Vegetative Growth / Root or Tuber Development,36,42,29.0,1
2636,Red Soil,Vegetative Growth / Root or Tuber Development,37,43,26.0,1
2637,Red Soil,Vegetative Growth / Root or Tuber Development,38,44,23.0,1
2638,Red Soil,Vegetative Growth / Root or Tuber Development,39,45,20.0,1
2639,Red Soil,Vegetative Growth / Root or Tuber Development,40,46,17.0,1
2640,Red Soil,Vegetative Growth / Root or Tuber Development,41,25,80.0,1
2641,Red Soil,Vegetative Growth / Root or Tuber Development,42,26,77.5,1
2642,Red Soil,Vegetative Growth / Root or Tuber Development,43,27,75.0,1
2643,Red Soil,Vegetative Growth / Root or Tuber Development,44,28,72.5,1
2644,Red Soil,Vegetative Growth / Root or Tuber Development,45,29,70.0,1
2645,Red Soil,Vegetative Growth / Root or Tuber Development,46,30,67.5,1
2646,Red Soil,Vegetative Growth / Root or Tuber Development,47,31,65.0,1
2647,Red Soil,Vegetative Growth / Root or Tuber Development,48,32,62.5,1
2648,Red Soil,Vegetative Growth / Root or Tuber Development,49,33,60.0,1
2660,Red Soil,Vegetative Growth / Root or Tuber Development,61,45,30.0,0
2661,Red Soil,Vegetative Growth / Root or Tuber Development,62,46,27.5,0
2662,Red Soil,Vegetative Growth / Root or Tuber Development,63,25,80.0,0
2663,Red Soil,Vegetative Growth / Root or Tuber Development,64,26,77.3,0
2664,Red Soil,Vegetative Growth / Root or Tuber Development,65,27,74.6,0
2665,Red Soil,Vegetative Growth / Root or Tuber Development,66,28,71.9,0
2666,Red Soil,Vegetative Growth / Root or Tuber Development,67,29,69.2,0
2667,Red Soil,Vegetative Growth / Root or Tuber Development,68,30,66.5,0
2668,Red Soil,Vegetative Growth / Root or Tuber Development,69,31,63.8,0
2669,Red Soil,Vegetative Growth / Root or Tuber Development,70,32,61.1,0
2670,Red Soil,Vegetative Growth / Root or Tuber Development,71,33,58.4,0
2671,Red Soil,Vegetative Growth / Root or Tuber Development,72,34,55.7,0
2672,Red Soil,Vegetative Growth / Root or Tuber Development,73,35,53.0,0
2673,Red Soil,Vegetative Growth / Root or Tuber Development,74,36,50.3,0
2674,Red Soil,Vegetative Growth / Root or Tuber Development,75,37,47.6,0
2675,Red Soil,Vegetative Growth / Root or Tuber Development,76,38,44.9,0
2676,Red Soil,Vegetative Growth / Root or Tuber Development,77,39,42.2,0
2677,Red Soil,Vegetative Growth / Root or Tuber Development,78,40,39.5,0
2678,Red Soil,Vegetative Growth / Root or Tuber Development,79,41,36.8,0
2679,Red Soil,Vegetative Growth / Root or Tuber Development,80,42,34.1,0
2680,Red Soil,Vegetative Growth / Root or Tuber Development,81,43,31.4,0
2681,Red Soil,Vegetative Growth / Root or Tuber Development,82,44,28.7,0
2682,Red Soil,Vegetative Growth / Root or Tuber Development,83,45,26.0,0
2683,Red Soil,Vegetative Growth / Root or Tuber Development,84,46,23.3,0
2684,Red Soil,Vegetative Growth / Root or Tuber Development,85,25,80.0,0
2685,Red Soil,Vegetative Growth / Root or Tuber Development,86,26,78.0,0
2686,Red Soil,Vegetative Growth / Root or Tuber Development,87,27,76.0,0
2687,Red Soil,Vegetative Growth / Root or Tuber Development,88,28,74.0,0
2688,Red Soil,Vegetative Growth / Root or Tuber Development,89,29,72.0,0
2689,Red Soil,Vegetative Growth / Root or Tuber Development,90,30,70.0,0
2690,Red Soil,Vegetative Growth / Root or Tuber Development,91,31,68.0,0
2691,Red Soil,Vegetative Growth / Root or Tuber Development,92,32,66.0,0
2692,Red Soil,Vegetative Growth / Root or Tuber Development,93,33,64.0,0
2693,Red Soil,Vegetative Growth / Root or Tuber Development,94,34,62.0,0
2694,Red Soil,Vegetative Growth / Root or Tuber Development,95,35,60.0,0
2695,Red Soil,Vegetative Growth / Root or Tuber Development,96,36,58.0,0
2696,Red Soil,Vegetative Growth / Root or Tuber Development,97,37,56.0,0
2697,Red Soil,Vegetative Growth / Root or Tuber Development,98,38,54.0,0
2698,Red Soil,Vegetative Growth / Root or Tuber Development,99,39,52.0,0
2699,Red Soil,Vegetative Growth / Root or Tuber Development,100,40,50.0,0
2700,Red Soil,Flowering,1,41,48.0,1
2701,Red Soil,Flowering,2,42,46.0,1
2702,Red Soil,Flowering,3,43,44.0,1
2703,Red Soil,Flowering,4,44,42.0,1
2704,Red Soil,Flowering,5,45,40.0,1
2705,Red Soil,Flowering,6,46,38.0,1
2706,Red Soil,Flowering,7,25,80.0,1
2707,Red Soil,Flowering,8,26,78.0,1
2708,Red Soil,Flowering,9,27,76.0,1
2709,Red Soil,Flowering,10,28,74.0,1
2710,Red Soil,Flowering,11,29,72.0,1
2711,Red Soil,Flowering,12,30,70.0,1
2712,Red Soil,Flowering,13,31,68.0,1
2713,Red Soil,Flowering,14,32,66.0,1
2714,Red Soil,Flowering,15,33,64.0,1
2715,Red Soil,Flowering,16,34,62.0,1
2716,Red Soil,Flowering,17,35,60.0,1
2717,Red Soil,Flowering,18,36,58.0,1
2718,Red Soil,Flowering,19,37,56.0,1
2719,Red Soil,Flowering,20,38,54.0,1
2720,Red Soil,Flowering,21,39,52.0,1
2721,Red Soil,Flowering,22,40,50.0,1
2722,Red Soil,Flowering,23,41,48.0,1
2723,Red Soil,Flowering,24,42,46.0,1
2724,Red Soil,Flowering,25,43,44.0,1
2725,Red Soil,Flowering,26,44,42.0,1
2726,Red Soil,Flowering,27,45,40.0,1
2727,Red Soil,Flowering,28,46,38.0,1
2728,Red Soil,Flowering,29,25,80.0,1
2729,Red Soil,Flowering,30,26,77.0,1
2730,Red Soil,Flowering,31,27,74.0,1
2731,Red Soil,Flowering,32,28,71.0,1
2732,Red Soil,Flowering,33,29,68.0,1
2733,Red Soil,Flowering,34,30,65.0,1
2734,Red Soil,Flowering,35,31,62.0,1
2735,Red Soil,Flowering,36,32,59.0,1
2736,Red Soil,Flowering,37,33,56.0,1
2737,Red Soil,Flowering,38,34,53.0,1
2738,Red Soil,Flowering,39,35,50.0,1
2739,Red Soil,Flowering,40,36,47.0,1
2740,Red Soil,Flowering,41,37,44.0,1
2741,Red Soil,Flowering,42,38,41.0,1
2742,Red Soil,Flowering,43,39,38.0,1
2743,Red Soil,Flowering,44,40,35.0,1
2744,Red Soil,Flowering,45,41,32.0,1
2745,Red Soil,Flowering,46,42,29.0,1
2746,Red Soil,Flowering,47,43,26.0,1
2747,Red Soil,Flowering,48,44,23.0,1
2748,Red Soil,Flowering,49,45,20.0,1
2749,Red Soil,Flowering,50,46,17.0,1
2750,Red Soil,Flowering,51,25,80.0,1
2751,Red Soil,Flowering,52,26,77.0,1
2752,Red Soil,Flowering,53,27,74.0,1
2753,Red Soil,Flowering,54,28,71.0,1
2754,Red Soil,Flowering,55,29,68.0,1
2755,Red Soil,Flowering,56,30,65.0,1
2756,Red Soil,Flowering,57,31,62.0,1
2757,Red Soil,Flowering,58,32,59.0,1
2758,Red Soil,Flowering,59,33,56.0,1
2770,Red Soil,Flowering,71,45,20.0,0
2771,Red Soil,Flowering,72,46,17.0,0
2772,Red Soil,Flowering,73,25,80.0,0
2773,Red Soil,Flowering,74,26,77.0,0
2774,Red Soil,Flowering,75,27,74.0,0
2775,Red Soil,Flowering,76,28,71.0,0
2776,Red Soil,Flowering,77,29,68.0,0
2777,Red Soil,Flowering,78,30,65.0,0
2778,Red Soil,Flowering,79,31,62.0,0
2779,Red Soil,Flowering,80,32,59.0,0
2780,Red Soil,Flowering,81,33,56.0,0
2781,Red Soil,Flowering,82,34,53.0,0
2782,Red Soil,Flowering,83,35,50.0,0
2783,Red Soil,Flowering,84,36,47.0,0
2784,Red Soil,Flowering,85,37,44.0,0
2785,Red Soil,Flowering,86,38,41.0,0
2786,Red Soil,Flowering,87,39,38.0,0
2787,Red Soil,Flowering,88,40,35.0,0
2788,Red Soil,Flowering,89,41,32.0,0
2789,Red Soil,Flowering,90,42,29.0,0
2790,Red Soil,Flowering,91,43,26.0,0
2791,Red Soil,Flowering,92,44,23.0,0
2792,Red Soil,Flowering,93,45,20.0,0
2793,Red Soil,Flowering,94,46,17.0,0
2794,Red Soil,Flowering,95,25,80.0,0
2795,Red Soil,Flowering,96,26,77.3,0
2796,Red Soil,Flowering,97,27,74.6,0
2797,Red Soil,Flowering,98,28,71.9,0
2798,Red Soil,Flowering,99,29,69.2,0
2799,Red Soil,Flowering,100,30,66.5,0
2800,Red Soil,Pollination,1,31,63.8,1
2801,Red Soil,Pollination,2,32,61.1,1
2802,Red Soil,Pollination,3,33,58.4,1
2803,Red Soil,Pollination,4,34,55.7,1
2804,Red Soil,Pollination,5,35,53.0,1
2805,Red Soil,Pollination,6,36,50.3,1
2806,Red Soil,Pollination,7,37,47.6,1
2807,Red Soil,Pollination,8,38,44.9,1
2808,Red Soil,Pollination,9,39,42.2,1
2809,Red Soil,Pollination,10,40,39.5,1
2810,Red Soil,Pollination,11,41,36.8,1
2811,Red Soil,Pollination,12,42,34.1,1
2812,Red Soil,Pollination,13,43,31.4,1
2813,Red Soil,Pollination,14,44,28.7,1
2814,Red Soil,Pollination,15,45,26.0,1
2815,Red Soil,Pollination,16,46,23.3,1
2816,Red Soil,Pollination,17,25,80.0,1
2817,Red Soil,Pollination,18,26,77.0,1
2818,Red Soil,Pollination,19,27,74.0,1
2819,Red Soil,Pollination,20,28,71.0,1
2820,Red Soil,Pollination,21,29,68.0,1
2821,Red Soil,Pollination,22,30,65.0,1
2822,Red Soil,Pollination,23,31,62.0,1
2823,Red Soil,Pollination,24,32,59.0,1
2824,Red Soil,Pollination,25,33,56.0,1
2825,Red Soil,Pollination,26,34,53.0,1
2826,Red Soil,Pollination,27,35,50.0,1
2827,Red Soil,Pollination,28,36,47.0,1
2828,Red Soil,Pollination,29,37,44.0,1
2829,Red Soil,Pollination,30,38,41.0,1
2830,Red Soil,Pollination,31,39,38.0,1
2831,Red Soil,Pollination,32,40,35.0,1
2832,Red Soil,Pollination,33,41,32.0,1
2833,Red Soil,Pollination,34,42,29.0,1
2834,Red Soil,Pollination,35,43,26.0,1
2835,Red Soil,Pollination,36,44,23.0,1
2836,Red Soil,Pollination,37,45,20.0,1
2837,Red Soil,Pollination,38,46,17.0,1
2838,Red Soil,Pollination,39,25,80.0,1
2839,Red Soil,Pollination,40,26,77.5,1
2840,Red Soil,Pollination,41,27,75.0,1
2841,Red Soil,Pollination,42,28,72.5,1
2842,Red Soil,Pollination,43,29,70.0,1
2843,Red Soil,Pollination,44,30,67.5,1
2844,Red Soil,Pollination,45,31,65.0,1
2845,Red Soil,Pollination,46,32,62.5,1
2846,Red Soil,Pollination,47,33,60.0,1
2847,Red Soil,Pollination,48,34,57.5,1
2848,Red Soil,Pollination,49,35,55.0,1
2849,Red Soil,Pollination,50,36,52.5,1
2850,Red Soil,Pollination,51,37,50.0,1
2851,Red Soil,Pollination,52,38,47.5,1
2852,Red Soil,Pollination,53,39,45.0,1
2853,Red Soil,Pollination,54,40,42.5,1
2854,Red Soil,Pollination,55,41,40.0,1
2855,Red Soil,Pollination,56,42,37.5,1
2856,Red Soil,Pollination,57,43,35.0,1
2857,Red Soil,Pollination,58,44,32.5,1
2858,Red Soil,Pollination,59,45,30.0,1
2859,Red Soil,Pollination,60,46,27.5,1
2860,Red Soil,Pollination,61,25,80.0,1
2861,Red Soil,Pollination,62,26,77.3,1
2862,Red Soil,Pollination,63,27,74.6,1
2863,Red Soil,Pollination,64,28,71.9,1
2864,Red Soil,Pollination,65,29,69.2,1
2865,Red Soil,Pollination,66,30,66.5,1
2866,Red Soil,Pollination,67,31,63.8,1
2867,Red Soil,Pollination,68,32,61.1,1
2868,Red Soil,Pollination,69,33,58.4,1
2880,Red Soil,Pollination,81,45,26.0,0
2881,Red Soil,Pollination,82,46,23.3,0
2882,Red Soil,Pollination,83,25,80.0,0
2883,Red Soil,Pollination,84,26,77.0,0
2884,Red Soil,Pollination,85,27,74.0,0
2885,Red Soil,Pollination,86,28,71.0,0
2886,Red Soil,Pollination,87,29,68.0,0
2887,Red Soil,Pollination,88,30,65.0,0
2888,Red Soil,Pollination,89,31,62.0,0
2889,Red Soil,Pollination,90,32,59.0,0
2890,Red Soil,Pollination,91,33,56.0,0
2891,Red Soil,Pollination,92,34,53.0,0
2892,Red Soil,Pollination,93,35,50.0,0
2893,Red Soil,Pollination,94,36,47.0,0
2894,Red Soil,Pollination,95,37,44.0,0
2895,Red Soil,Pollination,96,38,41.0,0
2896,Red Soil,Pollination,97,39,38.0,0
2897,Red Soil,Pollination,98,40,35.0,0
2898,Red Soil,Pollination,99,41,32.0,0
2899,Red Soil,Pollination,100,42,29.0,0
2900,Red Soil,Fruit/Grain/Bulb Formation,1,43,26.0,1
2901,Red Soil,Fruit/Grain/Bulb Formation,2,44,23.0,1
2902,Red Soil,Fruit/Grain/Bulb Formation,3,45,20.0,1
2903,Red Soil,Fruit/Grain/Bulb Formation,4,46,17.0,1
2904,Red Soil,Fruit/Grain/Bulb Formation,5,25,80.0,1
2905,Red Soil,Fruit/Grain/Bulb Formation,6,26,77.5,1
2906,Red Soil,Fruit/Grain/Bulb Formation,7,27,75.0,1
2907,Red Soil,Fruit/Grain/Bulb Formation,8,28,72.5,1
2908,Red Soil,Fruit/Grain/Bulb Formation,9,29,70.0,1
2909,Red Soil,Fruit/Grain/Bulb Formation,10,30,67.5,1
2910,Red Soil,Fruit/Grain/Bulb Formation,11,31,65.0,1
2911,Red Soil,Fruit/Grain/Bulb Formation,12,32,62.5,1
2912,Red Soil,Fruit/Grain/Bulb Formation,13,33,60.0,1
2913,Red Soil,Fruit/Grain/Bulb Formation,14,34,57.5,1
2914,Red Soil,Fruit/Grain/Bulb Formation,15,35,55.0,1
2915,Red Soil,Fruit/Grain/Bulb Formation,16,36,52.5,1
2916,Red Soil,Fruit/Grain/Bulb Formation,17,37,50.0,1
2917,Red Soil,Fruit/Grain/Bulb Formation,18,38,47.5,1
2918,Red Soil,Fruit/Grain/Bulb Formation,19,39,45.0,1
2919,Red Soil,Fruit/Grain/Bulb Formation,20,40,42.5,1
2920,Red Soil,Fruit/Grain/Bulb Formation,21,41,40.0,1
2921,Red Soil,Fruit/Grain/Bulb Formation,22,42,37.5,1
2922,Red Soil,Fruit/Grain/Bulb Formation,23,43,35.0,1
2923,Red Soil,Fruit/Grain/Bulb Formation,24,44,32.5,1
2924,Red Soil,Fruit/Grain/Bulb Formation,25,45,30.0,1
2925,Red Soil,Fruit/Grain/Bulb Formation,26,46,27.5,1
2926,Red Soil,Fruit/Grain/Bulb Formation,27,25,80.0,1
2927,Red Soil,Fruit/Grain/Bulb Formation,28,26,77.3,1
2928,Red Soil,Fruit/Grain/Bulb Formation,29,27,74.6,1
2929,Red Soil,Fruit/Grain/Bulb Formation,30,28,71.9,1
2930,Red Soil,Fruit/Grain/Bulb Formation,31,29,69.2,1
2931,Red Soil,Fruit/Grain/Bulb Formation,32,30,66.5,1
2932,Red Soil,Fruit/Grain/Bulb Formation,33,31,63.8,1
2933,Red Soil,Fruit/Grain/Bulb Formation,34,32,61.1,1
2934,Red Soil,Fruit/Grain/Bulb Formation,35,33,58.4,1
2935,Red Soil,Fruit/Grain/Bulb Formation,36,34,55.7,1
2936,Red Soil,Fruit/Grain/Bulb Formation,37,35,53.0,1
2937,Red Soil,Fruit/Grain/Bulb Formation,38,36,50.3,1
2938,Red Soil,Fruit/Grain/Bulb Formation,39,37,47.6,1
2939,Red Soil,Fruit/Grain/Bulb Formation,40,38,44.9,1
2940,Red Soil,Fruit/Grain/Bulb Formation,41,39,42.2,1
2941,Red Soil,Fruit/Grain/Bulb Formation,42,40,39.5,1
2942,Red Soil,Fruit/Grain/Bulb Formation,43,41,36.8,1
2943,Red Soil,Fruit/Grain/Bulb Formation,44,42,34.1,1
2944,Red Soil,Fruit/Grain/Bulb Formation,45,43,31.4,1
2945,Red Soil,Fruit/Grain/Bulb Formation,46,44,28.7,1
2946,Red Soil,Fruit/Grain/Bulb Formation,47,45,26.0,1
2947,Red Soil,Fruit/Grain/Bulb Formation,48,46,23.3,1
2948,Red Soil,Fruit/Grain/Bulb Formation,49,25,80.0,1
2949,Red Soil,Fruit/Grain/Bulb Formation,50,26,78.0,1
2950,Red Soil,Fruit/Grain/Bulb Formation,51,27,76.0,1
2951,Red Soil,Fruit/Grain/Bulb Formation,52,28,74.0,1
2952,Red Soil,Fruit/Grain/Bulb Formation,53,29,72.0,1
2953,Red Soil,Fruit/Grain/Bulb Formation,54,30,70.0,1
2954,Red Soil,Fruit/Grain/Bulb Formation,55,31,68.0,1
2955,Red Soil,Fruit/Grain/Bulb Formation,56,32,66.0,1
2956,Red Soil,Fruit/Grain/Bulb Formation,57,33,64.0,1
2957,Red Soil,Fruit/Grain/Bulb Formation,58,34,62.0,1
2958,Red Soil,Fruit/Grain/Bulb Formation,59,35,60.0,1
2959,Red Soil,Fruit/Grain/Bulb Formation,60,36,58.0,1
2960,Red Soil,Fruit/Grain/Bulb Formation,61,37,56.0,1
2961,Red Soil,Fruit/Grain/Bulb Formation,62,38,54.0,1
2962,Red Soil,Fruit/Grain/Bulb Formation,63,39,52.0,1
2963,Red Soil,Fruit/Grain/Bulb Formation,64,40,50.0,1
2964,Red Soil,Fruit/Grain/Bulb Formation,65,41,48.0,1
2965,Red Soil,Fruit/Grain/Bulb Formation,66,42,46.0,1
2966,Red Soil,Fruit/Grain/Bulb Formation,67,43,44.0,1
2967,Red Soil,Fruit/Grain/Bulb Formation,68,44,42.0,1
2968,Red Soil,Fruit/Grain/Bulb Formation,69,45,40.0,1
2980,Red Soil,Fruit/Grain/Bulb Formation,81,35,60.0,0
2981,Red Soil,Fruit/Grain/Bulb Formation,82,36,58.0,0
2982,Red Soil,Fruit/Grain/Bulb Formation,83,37,56.0,0
2983,Red Soil,Fruit/Grain/Bulb Formation,84,38,54.0,0
2984,Red Soil,Fruit/Grain/Bulb Formation,85,39,52.0,0
2985,Red Soil,Fruit/Grain/Bulb Formation,86,40,50.0,0
2986,Red Soil,Fruit/Grain/Bulb Formation,87,41,48.0,0
2987,Red Soil,Fruit/Grain/Bulb Formation,88,42,46.0,0
2988,Red Soil,Fruit/Grain/Bulb Formation,89,43,44.0,0
2989,Red Soil,Fruit/Grain/Bulb Formation,90,44,42.0,0
2990,Red Soil,Fruit/Grain/Bulb Formation,91,45,40.0,0
2991,Red Soil,Fruit/Grain/Bulb Formation,92,46,38.0,0
2992,Red Soil,Fruit/Grain/Bulb Formation,93,25,80.0,0
2993,Red Soil,Fruit/Grain/Bulb Formation,94,26,77.0,0
2994,Red Soil,Fruit/Grain/Bulb Formation,95,27,74.0,0
2995,Red Soil,Fruit/Grain/Bulb Formation,96,28,71.0,0
2996,Red Soil,Fruit/Grain/Bulb Formation,97,29,68.0,0
2997,Red Soil,Fruit/Grain/Bulb Formation,98,30,65.0,0
2998,Red Soil,Fruit/Grain/Bulb Formation,99,31,62.0,0
2999,Red Soil,Fruit/Grain/Bulb Formation,100,32,59.0,0
3000,Red Soil,Maturation,1,33,56.0,1
3001,Red Soil,Maturation,2,34,53.0,1
3002,Red Soil,Maturation,3,35,50.0,1
3003,Red Soil,Maturation,4,36,47.0,1
3004,Red Soil,Maturation,5,37,44.0,1
3005,Red Soil,Maturation,6,38,41.0,1
3006,Red Soil,Maturation,7,39,38.0,1
3007,Red Soil,Maturation,8,40,35.0,1
3008,Red Soil,Maturation,9,41,32.0,1
3009,Red Soil,Maturation,10,42,29.0,1
3010,Red Soil,Maturation,11,43,26.0,1
3011,Red Soil,Maturation,12,44,23.0,1
3012,Red Soil,Maturation,13,45,20.0,1
3013,Red Soil,Maturation,14,46,17.0,1
3014,Red Soil,Maturation,15,25,80.0,1
3015,Red Soil,Maturation,16,26,77.0,1
3016,Red Soil,Maturation,17,27,74.0,1
3017,Red Soil,Maturation,18,28,71.0,1
3018,Red Soil,Maturation,19,29,68.0,1
3019,Red Soil,Maturation,20,30,65.0,1
3020,Red Soil,Maturation,21,31,62.0,1
3021,Red Soil,Maturation,22,32,59.0,1
3022,Red Soil,Maturation,23,33,56.0,1
3023,Red Soil,Maturation,24,34,53.0,1
3024,Red Soil,Maturation,25,35,50.0,1
3025,Red Soil,Maturation,26,36,47.0,1
3026,Red Soil,Maturation,27,37,44.0,1
3027,Red Soil,Maturation,28,38,41.0,1
3028,Red Soil,Maturation,29,39,38.0,1
3029,Red Soil,Maturation,30,40,35.0,1
3030,Red Soil,Maturation,31,41,32.0,1
3031,Red Soil,Maturation,32,42,29.0,1
3032,Red Soil,Maturation,33,43,26.0,1
3033,Red Soil,Maturation,34,44,23.0,1
3034,Red Soil,Maturation,35,45,20.0,1
3035,Red Soil,Maturation,36,46,17.0,1
3036,Red Soil,Maturation,37,25,80.0,1
3037,Red Soil,Maturation,38,26,77.0,1
3038,Red Soil,Maturation,39,27,74.0,1
3039,Red Soil,Maturation,40,28,71.0,1
3040,Red Soil,Maturation,41,29,68.0,1
3041,Red Soil,Maturation,42,30,65.0,1
3042,Red Soil,Maturation,43,31,62.0,1
3043,Red Soil,Maturation,44,32,59.0,1
3044,Red Soil,Maturation,45,33,56.0,1
3045,Red Soil,Maturation,46,34,53.0,1
3046,Red Soil,Maturation,47,35,50.0,1
3047,Red Soil,Maturation,48,36,47.0,1
3048,Red Soil,Maturation,49,37,44.0,1
3049,Red Soil,Maturation,50,38,41.0,1
3050,Red Soil,Maturation,51,39,38.0,1
3051,Red Soil,Maturation,52,40,35.0,1
3052,Red Soil,Maturation,53,41,32.0,1
3053,Red Soil,Maturation,54,42,29.0,1
3054,Red Soil,Maturation,55,43,26.0,1
3055,Red Soil,Maturation,56,44,23.0,1
3056,Red Soil,Maturation,57,45,20.0,1
3057,Red Soil,Maturation,58,46,17.0,1
3058,Red Soil,Maturation,59,25,80.0,1
3059,Red Soil,Maturation,60,26,77.3,1
3060,Red Soil,Maturation,61,27,74.6,1
3061,Red Soil,Maturation,62,28,71.9,1
3062,Red Soil,Maturation,63,29,69.2,1
3063,Red Soil,Maturation,64,30,66.5,1
3064,Red Soil,Maturation,65,31,63.8,1
3065,Red Soil,Maturation,66,32,61.1,1
3066,Red Soil,Maturation,67,33,58.4,1
3067,Red Soil,Maturation,68,34,55.7,1
3068,Red Soil,Maturation,69,35,53.0,1
3080,Red Soil,Maturation,81,25,80.0,0
3081,Red Soil,Maturation,82,26,77.0,0
3082,Red Soil,Maturation,83,27,74.0,0
3083,Red Soil,Maturation,84,28,71.0,0
3084,Red Soil,Maturation,85,29,68.0,0
3085,Red Soil,Maturation,86,30,65.0,0
3086,Red Soil,Maturation,87,31,62.0,0
3087,Red Soil,Maturation,88,32,59.0,0
3088,Red Soil,Maturation,89,33,56.0,0
3089,Red Soil,Maturation,90,34,53.0,0
3090,Red Soil,Maturation,91,35,50.0,0
